Period,Player,LotteryIndex,Choice,TimeExpired,Red-1-$,Red-1-Ticket,Red-2-$,Red-2-Ticket,Red-3-$,Red-3-Ticket,Red-4-$,Red-4-Ticket,Blue-1-$,Blue-1-Ticket,Blue-2-$,Blue-2-Ticket,Blue-3-$,Blue-3-Ticket,Blue-4-$,Blue-4-Ticket,Winning#,Flipped#,
4,13,4,Red,False,50,70,30,23,10,1,0,6,50,70,30,24,0,1,0,5,43,True,
4,14,4,Blue,False,50,70,30,23,10,1,0,6,50,70,30,24,0,1,0,5,43,True,
5,1,5,Red,False,20,80,15,16,10,1,0,3,20,80,15,17,0,1,0,2,55,True,
5,2,5,Blue,False,20,80,15,17,0,1,0,2,20,80,15,16,10,1,0,3,55,False,
5,3,5,Red,False,20,80,15,17,0,1,0,2,20,80,15,16,10,1,0,3,55,False,
5,4,5,Red,False,20,80,15,17,0,1,0,2,20,80,15,16,10,1,0,3,55,False,
5,5,5,Red,False,20,80,15,16,10,1,0,3,20,80,15,17,0,1,0,2,55,True,
5,6,5,Red,False,20,80,15,16,10,1,0,3,20,80,15,17,0,1,0,2,55,True,
5,7,5,Blue,False,20,80,15,17,0,1,0,2,20,80,15,16,10,1,0,3,55,False,
5,8,5,Red,False,20,80,15,17,0,1,0,2,20,80,15,16,10,1,0,3,55,False,
5,9,5,Red,False,20,80,15,16,10,1,0,3,20,80,15,17,0,1,0,2,55,True,
5,10,5,Red,False,20,80,15,16,10,1,0,3,20,80,15,17,0,1,0,2,55,True,
5,11,5,Blue,False,20,80,15,17,0,1,0,2,20,80,15,16,10,1,0,3,55,False,
5,12,5,Blue,False,20,80,15,17,0,1,0,2,20,80,15,16,10,1,0,3,55,False,
5,13,5,Blue,False,20,80,15,17,0,1,0,2,20,80,15,16,10,1,0,3,55,False,
5,14,5,Red,False,20,80,15,16,10,1,0,3,20,80,15,17,0,1,0,2,55,True,
6,1,6,Red,False,40,90,25,7,0,1,0,2,40,90,25,6,10,1,0,3,99,False,
6,2,6,Blue,False,40,90,25,7,0,1,0,2,40,90,25,6,10,1,0,3,99,False,
6,3,6,Red,False,40,90,25,6,10,1,0,3,40,90,25,7,0,1,0,2,99,True,
6,4,6,Red,False,40,90,25,6,10,1,0,3,40,90,25,7,0,1,0,2,99,True,
6,5,6,Blue,False,40,90,25,6,10,1,0,3,40,90,25,7,0,1,0,2,99,True,
6,6,6,Red,False,40,90,25,6,10,1,0,3,40,90,25,7,0,1,0,2,99,True,
6,7,6,Blue,False,40,90,25,6,10,1,0,3,40,90,25,7,0,1,0,2,99,True,
6,8,6,Blue,False,40,90,25,7,0,1,0,2,40,90,25,6,10,1,0,3,99,False,
6,9,6,Blue,False,40,90,25,6,10,1,0,3,40,90,25,7,0,1,0,2,99,True,
6,10,6,Red,False,40,90,25,7,0,1,0,2,40,90,25,6,10,1,0,3,99,False,
6,11,6,Blue,False,40,90,25,7,0,1,0,2,40,90,25,6,10,1,0,3,99,False,
6,12,6,Red,False,40,90,25,7,0,1,0,2,40,90,25,6,10,1,0,3,99,False,
6,13,6,Blue,False,40,90,25,6,10,1,0,3,40,90,25,7,0,1,0,2,99,True,
6,14,6,Red,False,40,90,25,6,10,1,0,3,40,90,25,7,0,1,0,2,99,True,
7,1,7,Red,False,75,60,50,36,25,1,0,3,75,60,50,37,0,1,0,2,9,True,
7,2,7,Blue,False,75,60,50,36,25,1,0,3,75,60,50,37,0,1,0,2,9,True,
7,3,7,Blue,False,75,60,50,36,25,1,0,3,75,60,50,37,0,1,0,2,9,True,
7,4,7,Blue,False,75,60,50,36,25,1,0,3,75,60,50,37,0,1,0,2,9,True,
7,5,7,Blue,False,75,60,50,37,0,1,0,2,75,60,50,36,25,1,0,3,9,False,
7,6,7,Blue,False,75,60,50,36,25,1,0,3,75,60,50,37,0,1,0,2,9,True,
7,7,7,Red,False,75,60,50,36,25,1,0,3,75,60,50,37,0,1,0,2,9,True,
7,8,7,Blue,False,75,60,50,36,25,1,0,3,75,60,50,37,0,1,0,2,9,True,
7,9,7,Red,False,75,60,50,37,0,1,0,2,75,60,50,36,25,1,0,3,9,False,
7,10,7,Red,False,75,60,50,37,0,1,0,2,75,60,50,36,25,1,0,3,9,False,
7,11,7,Blue,False,75,60,50,37,0,1,0,2,75,60,50,36,25,1,0,3,9,False,
7,12,7,Blue,False,75,60,50,36,25,1,0,3,75,60,50,37,0,1,0,2,9,True,
7,13,7,Red,False,75,60,50,36,25,1,0,3,75,60,50,37,0,1,0,2,9,True,
7,14,7,Red,False,75,60,50,37,0,1,0,2,75,60,50,36,25,1,0,3,9,False,
8,1,8,Red,False,30,50,25,46,20,1,0,3,30,50,25,47,0,1,0,2,52,True,
8,2,8,Red,False,30,50,25,46,20,1,0,3,30,50,25,47,0,1,0,2,52,True,
8,3,8,Blue,False,30,50,25,47,0,1,0,2,30,50,25,46,20,1,0,3,52,False,
8,4,8,Blue,False,30,50,25,46,20,1,0,3,30,50,25,47,0,1,0,2,52,True,
8,5,8,Blue,False,30,50,25,47,0,1,0,2,30,50,25,46,20,1,0,3,52,False,
8,6,8,Blue,False,30,50,25,46,20,1,0,3,30,50,25,47,0,1,0,2,52,True,
8,7,8,Red,False,30,50,25,47,0,1,0,2,30,50,25,46,20,1,0,3,52,False,
8,8,8,Blue,False,30,50,25,47,0,1,0,2,30,50,25,46,20,1,0,3,52,False,
8,9,8,Red,False,30,50,25,47,0,1,0,2,30,50,25,46,20,1,0,3,52,False,
8,10,8,Blue,False,30,50,25,47,0,1,0,2,30,50,25,46,20,1,0,3,52,False,
8,11,8,Red,False,30,50,25,47,0,1,0,2,30,50,25,46,20,1,0,3,52,False,
8,12,8,Blue,False,30,50,25,46,20,1,0,3,30,50,25,47,0,1,0,2,52,True,
8,13,8,Red,False,30,50,25,46,20,1,0,3,30,50,25,47,0,1,0,2,52,True,
8,14,8,Red,False,30,50,25,47,0,1,0,2,30,50,25,46,20,1,0,3,52,False,
9,1,9,Blue,False,60,70,40,26,20,1,0,3,60,70,40,27,0,1,0,2,79,True,
9,2,9,Blue,False,60,70,40,26,20,1,0,3,60,70,40,27,0,1,0,2,79,True,
9,3,9,Red,False,60,70,40,27,0,1,0,2,60,70,40,26,20,1,0,3,79,False,
9,4,9,Red,False,60,70,40,27,0,1,0,2,60,70,40,26,20,1,0,3,79,False,
9,5,9,Blue,False,60,70,40,26,20,1,0,3,60,70,40,27,0,1,0,2,79,True,
9,6,9,Blue,False,60,70,40,26,20,1,0,3,60,70,40,27,0,1,0,2,79,True,
9,7,9,Blue,False,60,70,40,26,20,1,0,3,60,70,40,27,0,1,0,2,79,True,
9,8,9,Red,False,60,70,40,27,0,1,0,2,60,70,40,26,20,1,0,3,79,False,
9,9,9,Blue,False,60,70,40,27,0,1,0,2,60,70,40,26,20,1,0,3,79,False,
9,10,9,Red,False,60,70,40,27,0,1,0,2,60,70,40,26,20,1,0,3,79,False,
9,11,9,Blue,False,60,70,40,26,20,1,0,3,60,70,40,27,0,1,0,2,79,True,
9,12,9,Red,False,60,70,40,26,20,1,0,3,60,70,40,27,0,1,0,2,79,True,
9,13,9,Blue,False,60,70,40,27,0,1,0,2,60,70,40,26,20,1,0,3,79,False,
9,14,9,Red,False,60,70,40,27,0,1,0,2,60,70,40,26,20,1,0,3,79,False,
10,1,10,Red,False,20,90,10,6,5,1,0,3,20,90,10,7,0,1,0,2,41,True,
10,2,10,Blue,False,20,90,10,7,0,1,0,2,20,90,10,6,5,1,0,3,41,False,
10,3,10,Blue,False,20,90,10,7,0,1,0,2,20,90,10,6,5,1,0,3,41,False,
10,4,10,Blue,False,20,90,10,7,0,1,0,2,20,90,10,6,5,1,0,3,41,False,
10,5,10,Blue,False,20,90,10,7,0,1,0,2,20,90,10,6,5,1,0,3,41,False,
10,6,10,Blue,False,20,90,10,6,5,1,0,3,20,90,10,7,0,1,0,2,41,True,
10,7,10,Blue,False,20,90,10,7,0,1,0,2,20,90,10,6,5,1,0,3,41,False,
10,8,10,Red,False,20,90,10,7,0,1,0,2,20,90,10,6,5,1,0,3,41,False,
10,9,10,Red,False,20,90,10,7,0,1,0,2,20,90,10,6,5,1,0,3,41,False,
10,10,10,Blue,False,20,90,10,7,0,1,0,2,20,90,10,6,5,1,0,3,41,False,
10,11,10,Red,False,20,90,10,7,0,1,0,2,20,90,10,6,5,1,0,3,41,False,
10,12,10,Blue,False,20,90,10,7,0,1,0,2,20,90,10,6,5,1,0,3,41,False,
10,13,10,Blue,False,20,90,10,7,0,1,0,2,20,90,10,6,5,1,0,3,41,False,
10,14,10,Blue,False,20,90,10,7,0,1,0,2,20,90,10,6,5,1,0,3,41,False,
,
Number,Name,Student ID,Lottery Earnings,Quiz Earnings,Quiz Answer 1,Quiz Result 1,Quiz Answer 2,Quiz Result 2,Quiz Answer 3,Quiz Result 3,Quiz Answer 4,Quiz Result 4,
1,Instruction Robot 1,72411,$3.30,$2.00,50,Correct,75,Correct,40,Correct,50,Correct,
2,Instruction Robot 2,11424,$3.30,$2.00,50,Correct,75,Correct,40,Correct,50,Correct,
3,Instruction Robot 3,57322,$3.30,$2.00,50,Correct,75,Correct,40,Correct,50,Correct,
4,Instruction Robot 4,12166,$3.30,$2.00,50,Correct,75,Correct,40,Correct,50,Correct,
5,Instruction Robot 5,50671,$3.30,$2.00,50,Correct,75,Correct,40,Correct,50,Correct,
6,Instruction Robot 6,57138,$3.30,$2.00,50,Correct,75,Correct,40,Correct,50,Correct,
7,Instruction Robot 7,60718,$3.30,$2.00,50,Correct,75,Correct,40,Correct,50,Correct,
8,Instruction Robot 8,6327,$3.30,$2.00,50,Correct,75,Correct,40,Correct,50,Correct,
9,Instruction Robot 9,82409,$3.30,$2.00,50,Correct,75,Correct,40,Correct,50,Correct,
10,Instruction Robot 10,92768,$3.30,$2.00,50,Correct,75,Correct,40,Correct,50,Correct,
11,Instruction Robot 11,1697,$3.30,$2.00,50,Correct,75,Correct,40,Correct,50,Correct,
12,Instruction Robot 12,10489,$3.30,$2.00,50,Correct,75,Correct,40,Correct,50,Correct,
13,Instruction Robot 13,29297,$3.30,$2.00,50,Correct,75,Correct,40,Correct,50,Correct,
14,Instruction Robot 14,64736,$3.30,$2.00,50,Correct,75,Correct,40,Correct,50,Correct,
